id	gene	type	rowno	test_code
27487	SRSF2	LYM	NULL	
27488	STAG2	LYM	NULL	
27489	TET2	LYM	NULL	
27490	TP53	LYM	NULL	
27491	U2AF1	LYM	NULL	
27492	U2AF2	LYM	NULL	
27493	WT1	LYM	NULL	
27494	ANKRD26	LYM	NULL	
27495	ARID1A	LYM	NULL	
27496	BCORL1	LYM	NULL	
27497	BIRC3	LYM	NULL	
27498	CARD11	LYM	NULL	
27499	CCND3	LYM	NULL	
27500	CD28	LYM	NULL	
27501	CD79B	LYM	NULL	
27502	CDKN2A	LYM	NULL	
27503	CXCR4	LYM	NULL	
27504	DIS3	LYM	NULL	
27505	ETNK1	LYM	NULL	
27506	GNB1	LYM	NULL	
27507	ID3	LYM	NULL	
27508	IKZF1	LYM	NULL	
27509	IL7R	LYM	NULL	
27510	JAK1	LYM	NULL	
27511	JAK3	LYM	NULL	
27512	MAP2K1	LYM	NULL	
27513	MEF2B	LYM	NULL	
27514	MYC	LYM	NULL	
27515	MYD88	LYM	NULL	
27516	NFE2	LYM	NULL	
27517	NOTCH2	LYM	NULL	
27518	NSD2	LYM	NULL	
27519	PPM1D	LYM	NULL	
27520	PTEN	LYM	NULL	
27521	RB1	LYM	NULL	
27522	RHOA	LYM	NULL	
27523	SETD2	LYM	NULL	
27524	SH2B3	LYM	NULL	
27525	STAT3	LYM	NULL	
27526	STAT5B	LYM	NULL	
27527	TCF3	LYM	NULL	
27528	TENT5C	LYM	NULL	
27529	TNFAIP3	LYM	NULL	
27530	TNFRSF14	LYM	NULL	
27531	TRAF3	LYM	NULL	
27532	UBA1	LYM	NULL	
27533	UBR5	LYM	NULL	
27534	ZRSR2	LYM	NULL	
52399	LAMB3	genetic	NULL	LPE517
52414	LYZ	genetic	NULL	LPE517
52419	MBTPS2	genetic	NULL	LPE517
52424	MIR17HG	genetic	NULL	LPE517
52432	MOCS1	genetic	NULL	LPE517
52437	MSH6	genetic	NULL	LPE517
52446	MYH11	genetic	NULL	LPE517
52491	PCSK5	genetic	NULL	LPE517
52494	PDSS2	genetic	NULL	LPE517
52523	PIK3CA	genetic	NULL	LPE517
52532	PNPLA6	genetic	NULL	LPE517
52533	POC1A	genetic	NULL	LPE517
52541	PRKCD	genetic	NULL	LPE517
52553	PTPN11	genetic	NULL	LPE517
52582	RPL35A	genetic	NULL	LPE517
52583	ROBO1	genetic	NULL	LPE517
52600	SARS2	genetic	NULL	LPE517
52614	SDHD	genetic	NULL	LPE517
52620	SI	genetic	NULL	LPE517
52623	SIX1	genetic	NULL	LPE517
52631	SLC17A3	genetic	NULL	LPE517
52639	SLC25A1	genetic	NULL	LPE517
52644	SLC34A1	genetic	NULL	LPE517
52689	STX16	genetic	NULL	LPE517
52697	TBC1D1	genetic	NULL	LPE517
52725	TRNT1	genetic	NULL	LPE517
52732	TSR2	genetic	NULL	LPE517
52734	TTC21B	genetic	NULL	LPE517
52744	UPB1	genetic	NULL	LPE517
52753	VHL	genetic	NULL	LPE517
52778	ZIC3	genetic	NULL	LPE517
52783	AARS	genetic	NULL	LPE520
52801	ALS2	genetic	NULL	LPE520
52808	AR	genetic	NULL	LPE520
52820	ATXN2	genetic	NULL	LPE520
52823	B4GALNT1	genetic	NULL	LPE520
52830	BVES	genetic	NULL	LPE520
52840	CAV3	genetic	NULL	LPE520
52845	CHAT	genetic	NULL	LPE520
52887	DMD	genetic	NULL	LPE520
52899	DOK7	genetic	NULL	LPE520
52925	FBXO38	genetic	NULL	LPE520
52933	FUS	genetic	NULL	LPE520
52934	GAA	genetic	NULL	LPE520
52941	GJB3	genetic	NULL	LPE520
52953	HARS	genetic	NULL	LPE520
52979	KCNE3	genetic	NULL	LPE520
52981	KIF1B	genetic	NULL	LPE520
52999	LMNA	genetic	NULL	LPE520
53008	MARS	genetic	NULL	LPE520
53017	MME	genetic	NULL	LPE520
53024	MTPAP	genetic	NULL	LPE520
27386	ZRSR2	MDS	NULL	
53031	MYH3	genetic	NULL	LPE520
53041	NAGLU	genetic	NULL	LPE520
53044	NEFL	genetic	NULL	LPE520
53088	PUS1	genetic	NULL	LPE520
53100	RTN2	genetic	NULL	LPE520
53124	SLC25A4	genetic	NULL	LPE520
53133	SMN1	genetic	NULL	LPE520
53135	SORD	genetic	NULL	LPE520
53140	SPG7	genetic	NULL	LPE520
53153	SYNE2	genetic	NULL	LPE520
53178	TUBA4A	genetic	NULL	LPE520
53181	TYMP	genetic	NULL	LPE520
52393	KYNU	genetic	NULL	LPE517
52396	LAMB2	genetic	NULL	LPE517
52410	LRP2	genetic	NULL	LPE517
52418	MAP2K1	genetic	NULL	LPE517
52428	MLH1	genetic	NULL	LPE517
52439	MTR	genetic	NULL	LPE517
52490	PCK1	genetic	NULL	LPE517
52500	PEX11B	genetic	NULL	LPE517
52556	RAB23	genetic	NULL	LPE517
52564	RAP1A	genetic	NULL	LPE517
52566	RBBP8	genetic	NULL	LPE517
52572	RET	genetic	NULL	LPE517
52596	RRM2B	genetic	NULL	LPE517
52594	SALL1	genetic	NULL	LPE517
52605	SDCCAG8	genetic	NULL	LPE517
52616	SEC63	genetic	NULL	LPE517
52627	SKI	genetic	NULL	LPE517
52638	SLC22A6	genetic	NULL	LPE517
52691	SUGCT	genetic	NULL	LPE517
52699	TBX3	genetic	NULL	LPE517
52756	WDPCP	genetic	NULL	LPE517
52764	WNK1	genetic	NULL	LPE517
52765	WNK4	genetic	NULL	LPE517
52782	ZNF423	genetic	NULL	LPE517
52792	AGL	genetic	NULL	LPE520
52795	AIFM1	genetic	NULL	LPE520
52800	ANG	genetic	NULL	LPE520
52814	ASCC1	genetic	NULL	LPE520
52824	B4GAT1	genetic	NULL	LPE520
52836	CACNA1S	genetic	NULL	LPE520
52891	DNAJB6	genetic	NULL	LPE520
52902	DPM3	genetic	NULL	LPE520
52955	HINT1	genetic	NULL	LPE520
52964	HSPB8	genetic	NULL	LPE520
52965	HSPD1	genetic	NULL	LPE520
52985	KLHL41	genetic	NULL	LPE520
52992	LAMP2	genetic	NULL	LPE520
52997	LIG3	genetic	NULL	LPE520
53000	LMOD3	genetic	NULL	LPE520
53012	MEGF10	genetic	NULL	LPE520
53022	MTMR2	genetic	NULL	LPE520
53034	MYL2	genetic	NULL	LPE520
53094	RBCK1	genetic	NULL	LPE520
53104	RYR3	genetic	NULL	LPE520
53155	TARDBP	genetic	NULL	LPE520
53165	TNNT1	genetic	NULL	LPE520
53167	TOR1AIP1	genetic	NULL	LPE520
53185	UNC45B	genetic	NULL	LPE520
53194	YARS2	genetic	NULL	LPE520
27392	ABL1	ALL	NULL	
27393	ATM	ALL	NULL	
27394	CUX	ALL	NULL	
27395	GNAS	ALL	NULL	
27396	U2AF2	ALL	NULL	
52395	LCAT	genetic	NULL	LPE517
52404	LMNA	genetic	NULL	LPE517
52421	MAP2K2	genetic	NULL	LPE517
52423	MESP2	genetic	NULL	LPE517
52435	MRPS22	genetic	NULL	LPE517
52497	PEX1	genetic	NULL	LPE517
52501	PEX14	genetic	NULL	LPE517
52525	PKD1	genetic	NULL	LPE517
52549	PTF1A	genetic	NULL	LPE517
52581	RPL26	genetic	NULL	LPE517
52593	RPS7	genetic	NULL	LPE517
52599	SCNN1A	genetic	NULL	LPE517
52622	SHH	genetic	NULL	LPE517
52624	SH2B1	genetic	NULL	LPE517
52634	SLC19A3	genetic	NULL	LPE517
52695	TBC1D24	genetic	NULL	LPE517
52703	TCTN1	genetic	NULL	LPE517
52721	TRAF3IP1	genetic	NULL	LPE517
52750	USH2A	genetic	NULL	LPE517
52781	ZMYM2	genetic	NULL	LPE517
52791	AFG3L2	genetic	NULL	LPE520
52797	ALDH3A2	genetic	NULL	LPE520
52821	ATP7A	genetic	NULL	LPE520
52825	B3GALT2	genetic	NULL	LPE520
52834	CACNA1A	genetic	NULL	LPE520
52896	DPM1	genetic	NULL	LPE520
52900	DYSF	genetic	NULL	LPE520
52921	FARS2	genetic	NULL	LPE520
52949	GYS1	genetic	NULL	LPE520
52980	KIF1A	genetic	NULL	LPE520
52989	LAMA2	genetic	NULL	LPE520
52996	LDHA	genetic	NULL	LPE520
53021	MPZ	genetic	NULL	LPE520
53029	MSTN	genetic	NULL	LPE520
53032	MYH8	genetic	NULL	LPE520
53095	RFC1	genetic	NULL	LPE520
53097	RYR1	genetic	NULL	LPE520
53121	SLC25A1	genetic	NULL	LPE520
53149	SUCLG1	genetic	NULL	LPE520
53179	TWNK	genetic	NULL	LPE520
53189	VCP	genetic	NULL	LPE520
53196	ZFYVE27	genetic	NULL	LPE520
18401	ABCA12	genetic	NULL	LPE519
18416	ABCG5	genetic	NULL	LPE534
18432	" XYLT2"	genetic	NULL	LPE488
18449	" ANO5"	genetic	NULL	LPE527
18464	" ABCD4"	genetic	NULL	LPE542
18481	" ALDH18A1"	genetic	NULL	LPE519
18497	" ACY1"	genetic	NULL	LPE535
18514	" PJVK"	genetic	NULL	LPE488
18529	" C12orf65"	genetic	NULL	LPE528
18544	" ATM"	genetic	NULL	LPE548
18561	" ABHD12"	genetic	NULL	LPE521
18577	" AASS"	genetic	NULL	LPE537
18585	" ACTC1"	genetic	NULL	LPE439
18601	" ANO5"	genetic	NULL	LPE522
18618	" AHR"	genetic	NULL	LPE539
18631	" ACTN2"	genetic	NULL	LPE490
18648	" ARX"	genetic	NULL	LPE531
18663	" AGK"	genetic	NULL	LPE439
18680	" ANO5"	genetic	NULL	LPE524
18697	" ACADVL"	genetic	NULL	LPE540
18712	" AKAP9"	genetic	NULL	LPE518
18727	" ABHD5"	genetic	NULL	LPE533
18742	" FANCB"	genetic	NULL	LPE454
18761	" ATP7A"	genetic	NULL	LPE526
18778	" ADAM9"	genetic	NULL	LPE543
18784	" ITGA2B"	genetic	NULL	LPE455
18799	" DES"	genetic	NULL	LPE527
18816	" ADAMTS10"	genetic	NULL	LPE543
18831	" ANKRD1"	genetic	NULL	LPE518
18848	" ALDH7A1"	genetic	NULL	LPE535
18864	" AP1S1"	genetic	NULL	LPE488
18880	" HSPB1"	genetic	NULL	LPE528
18896	" DRD2"	genetic	NULL	LPE548
18910	" CDSN"	genetic	NULL	LPE519
18927	" OPTN"	genetic	NULL	LPE536
18941	" SLC37A4"	genetic	NULL	LPE456
18961	" BBS2"	genetic	NULL	LPE531
18978	" FANCI"	genetic	NULL	LPE454
18984	" CASR"	genetic	NULL	LPE497
18997	" PNPLA6"	genetic	NULL	LPE529
19014	" ATPAF2"	genetic	NULL	LPE439
19031	" CASR"	genetic	NULL	LPE522
19048	" ADSL"	genetic	NULL	LPE540
19065	" BMPR2"	genetic	NULL	LPE518
19080	" ACAT1"	genetic	NULL	LPE533
19094	" G6PC3"	genetic	NULL	LPE454
19110	" BRAF"	genetic	NULL	LPE524
19127	" CLCN7"	genetic	NULL	LPE541
19140	" CDK4"	genetic	NULL	LPE497
19162	" ACADSB"	genetic	NULL	LPE537
19178	" BBS10"	genetic	NULL	LPE490
19197	" ACLY"	genetic	NULL	LPE533
19213	" SLFN14"	genetic	NULL	LPE455
19229	" MTMR2"	genetic	NULL	LPE528
19248	" NT5C3A"	genetic	NULL	LPE452
19263	" ADGRG1"	genetic	NULL	LPE523
19276	" FTL"	genetic	NULL	LPE538
19277	" SIGMAR1"	genetic	NULL	LPE536
19279	" CNGA1"	genetic	NULL	LPE539
19280	" AKT2"	genetic	NULL	LPE540
19281	" CLN8"	genetic	NULL	LPE541
19283	" ARL13B"	genetic	NULL	LPE543
19287	" EPO"	genetic	NULL	LPE453
19289	" SRC"	genetic	NULL	LPE455
19290	" WDR81"	genetic	NULL	LPE488
19294	" CR1"	genetic	NULL	LPE498
19295	" CALR3"	genetic	NULL	LPE518
19299	" ALDH4A1"	genetic	NULL	LPE521
19301	" CC2D2A"	genetic	NULL	LPE524
19303	" MED12"	genetic	NULL	LPE525
19304	" CHRNE"	genetic	NULL	LPE526
19309	" ACSL4"	genetic	NULL	LPE533
19311	" FERMT3"	genetic	NULL	LPE534
19312	" ARFGEF2"	genetic	NULL	LPE535
19314	" ACO2"	genetic	NULL	LPE537
19316	" CNGB1"	genetic	NULL	LPE539
19319	" CPT2"	genetic	NULL	LPE542
19323	" PGK1"	genetic	NULL	LPE452
19324	" ERCC4"	genetic	NULL	LPE453
19325	" PRKAR1A"	genetic	NULL	LPE488
19326	" LYST"	genetic	NULL	LPE454
19328	" TBXAS1"	genetic	NULL	LPE455
19329	" C1R"	genetic	NULL	LPE489
19330	" CEBPE"	genetic	NULL	LPE497
19332	" CASQ2"	genetic	NULL	LPE518
19336	" ALDH5A1"	genetic	NULL	LPE521
19339	" CCDC8"	genetic	NULL	LPE524
19342	" MYOT"	genetic	NULL	LPE527
19344	" TTBK2"	genetic	NULL	LPE529
19345	" HACE1"	genetic	NULL	LPE530
19347	" ACSM2B"	genetic	NULL	LPE533
19346	" CATSPER1"	genetic	NULL	LPE531
19350	" ACOX1"	genetic	NULL	LPE537
19352	" GBA"	genetic	NULL	LPE538
19357	" DBT"	genetic	NULL	LPE542
19358	" ATF6"	genetic	NULL	LPE543
19360	" PKLR"	genetic	NULL	LPE452
19361	" FANCA"	genetic	NULL	LPE453
19362	" TUBB1"	genetic	NULL	LPE455
19364	" KCNQ1"	genetic	NULL	LPE488
19368	" F11"	genetic	NULL	LPE498
19371	" CLCN5"	genetic	NULL	LPE522
19377	" CLCN1"	genetic	NULL	LPE526
19378	" MYLK"	genetic	NULL	LPE525
19380	" NEB"	genetic	NULL	LPE527
19382	" HSPD1"	genetic	NULL	LPE530
19383	" ACSM3"	genetic	NULL	LPE533
19384	" CBX2"	genetic	NULL	LPE531
19386	" ARHGEF9"	genetic	NULL	LPE535
19389	" ACSF3"	genetic	NULL	LPE537
19392	" CTSD"	genetic	NULL	LPE541
19391	" CRX"	genetic	NULL	LPE539
19395	" ATOH7"	genetic	NULL	LPE543
19397	" RHAG"	genetic	NULL	LPE452
19402	" CACNA1C"	genetic	NULL	LPE490
19403	" C2"	genetic	NULL	LPE489
19404	" COL7A1"	genetic	NULL	LPE497
19405	" F12"	genetic	NULL	LPE498
19409	" ALG11"	genetic	NULL	LPE521
19410	" CLCN7"	genetic	NULL	LPE522
19413	" CDH3"	genetic	NULL	LPE524
19417	" WFS1"	genetic	NULL	LPE529
19418	" PRPS1"	genetic	NULL	LPE528
19419	" CDKN1C"	genetic	NULL	LPE531
19420	" AFG3L2"	genetic	NULL	LPE533
19424	" ACSL4"	genetic	NULL	LPE537
19426	" GIGYF2"	genetic	NULL	LPE538
19431	" CTSK"	genetic	NULL	LPE541
19432	" PDHA1"	genetic	NULL	LPE548
19433	" CAPN3"	genetic	NULL	LPE439
19436	" NOP10"	genetic	NULL	LPE454
19437	" WIPF1"	genetic	NULL	LPE455
19439	" ANOS1"	genetic	NULL	LPE488
19440	" F13A1"	genetic	NULL	LPE498
19442	" CBL"	genetic	NULL	LPE518
19446	" EDNRB"	genetic	NULL	LPE519
19447	" ALG12"	genetic	NULL	LPE521
19450	" CDKN1C"	genetic	NULL	LPE524
19458	" FLNA"	genetic	NULL	LPE534
19479	" CYLD"	genetic	NULL	LPE497
19496	" GATA1"	genetic	NULL	LPE534
19513	" C6"	genetic	NULL	LPE489
19534	" GATA2"	genetic	NULL	LPE534
19548	" ACTN1"	genetic	NULL	LPE455
19561	" AHCY"	genetic	NULL	LPE523
19581	" B9D2"	genetic	NULL	LPE543
19604	" AIFM1"	genetic	NULL	LPE533
19621	" FANCI"	genetic	NULL	LPE453
19638	" CPT2"	genetic	NULL	LPE526
19650	" ALG2"	genetic	NULL	LPE540
19657	" RMRP"	genetic	NULL	LPE454
19678	" CYP11A1"	genetic	NULL	LPE531
19694	" FANCM"	genetic	NULL	LPE453
19712	" ALG2"	genetic	NULL	LPE527
19734	" GATA2"	genetic	NULL	LPE488
19748	" DAG1"	genetic	NULL	LPE526
19761	" PARK2"	genetic	NULL	LPE538
19782	" COMP"	genetic	NULL	LPE522
19803	" CSRP3"	genetic	NULL	LPE439
19820	" TGFBR1"	genetic	NULL	LPE525
19837	" GCDH"	genetic	NULL	LPE542
19860	" COL10A1"	genetic	NULL	LPE524
19880	" GLRX5"	genetic	NULL	LPE453
19894	" COL11A1"	genetic	NULL	LPE524
19913	" SLC6A3"	genetic	NULL	LPE548
19935	" DNM2"	genetic	NULL	LPE526
19946	" GNPTG"	genetic	NULL	LPE541
19981	" HK1"	genetic	NULL	LPE539
20003	" DLL3"	genetic	NULL	LPE522
20019	" IDH3B"	genetic	NULL	LPE539
20036	" DPP6"	genetic	NULL	LPE518
20054	" BCS1L"	genetic	NULL	LPE535
20062	" HADHA"	genetic	NULL	LPE542
20079	" COL9A1"	genetic	NULL	LPE524
20094	" IFT43"	genetic	NULL	LPE539
20113	" ASAH1"	genetic	NULL	LPE521
20135	" THAP1"	genetic	NULL	LPE548
20160	" APOC2"	genetic	NULL	LPE533
20180	" FAH"	genetic	NULL	LPE497
20203	" AHI1"	genetic	NULL	LPE537
20215	" CPT1A"	genetic	NULL	LPE490
20237	" MPO"	genetic	NULL	LPE536
20257	" ELN"	genetic	NULL	LPE518
20263	" MYL2"	genetic	NULL	LPE527
20278	" WDR45"	genetic	NULL	LPE548
20294	" ALG9"	genetic	NULL	LPE523
20310	" ASS1"	genetic	NULL	LPE540
20337	" EVC2"	genetic	NULL	LPE531
20346	" LMBRD1"	genetic	NULL	LPE542
20362	" ALX3"	genetic	NULL	LPE523
20379	" IGF2R"	genetic	NULL	LPE541
20400	" ABHD12"	genetic	NULL	LPE528
20418	" CANT1"	genetic	NULL	LPE543
20435	" ARHGEF10"	genetic	NULL	LPE528
20453	" CD79B"	genetic	NULL	LPE489
20466	" AMER1"	genetic	NULL	LPE523
20476	" ALDH4A1"	genetic	NULL	LPE537
20493	" FHL2"	genetic	NULL	LPE518
20510	" TH"	genetic	NULL	LPE536
20538	" SAMHD1"	genetic	NULL	LPE530
20546	" SQSTM1"	genetic	NULL	LPE538
20580	" ALDOA"	genetic	NULL	LPE537
20601	" ADAMTSL4"	genetic	NULL	LPE525
20613	" MTTP"	genetic	NULL	LPE539
20635	" AP1S2"	genetic	NULL	LPE523
20647	" TENM4"	genetic	NULL	LPE538
20665	" FGF23"	genetic	NULL	LPE522
20677	" ALG11"	genetic	NULL	LPE537
20706	" PROC"	genetic	NULL	LPE534
20737	" FSHB"	genetic	NULL	LPE531
20746	" MTRR"	genetic	NULL	LPE542
20762	" AP4E1"	genetic	NULL	LPE523
20771	" ALG2"	genetic	NULL	LPE537
20798	" BCS1L"	genetic	NULL	LPE529
20816	" HPS6"	genetic	NULL	LPE455
20834	" RUNX1"	genetic	NULL	LPE534
20847	" HRG"	genetic	NULL	LPE455
20860	" PABPN1"	genetic	NULL	LPE527
20870	" NPC2"	genetic	NULL	LPE541
20890	" ISPD"	genetic	NULL	LPE526
20907	" GLRX5"	genetic	NULL	LPE454
20937	" LMAN1"	genetic	NULL	LPE455
20947	" GDF5"	genetic	NULL	LPE522
20953	" C12orf65"	genetic	NULL	LPE529
20954	" GNRHR"	genetic	NULL	LPE531
20955	" BMP15"	genetic	NULL	LPE533
20958	" ALOX5AP"	genetic	NULL	LPE537
20961	" CACNA1S"	genetic	NULL	LPE540
20963	" PCBD1"	genetic	NULL	LPE542
20964	" GPD1L"	genetic	NULL	LPE439
20969	" CLEC7A"	genetic	NULL	LPE489
20974	" NOP10"	genetic	NULL	LPE519
20977	" ARHGEF9"	genetic	NULL	LPE523
20980	" KBTBD13"	genetic	NULL	LPE526
20982	" C19orf12"	genetic	NULL	LPE529
20983	" GPC3"	genetic	NULL	LPE531
20985	" SPG11"	genetic	NULL	LPE528
20988	" CNTNAP2"	genetic	NULL	LPE535
20989	" SRC"	genetic	NULL	LPE534
20987	" PDE6A"	genetic	NULL	LPE539
20990	" PCCA"	genetic	NULL	LPE542
20991	" PEX12"	genetic	NULL	LPE541
20997	" LIG4"	genetic	NULL	LPE454
20996	" P2RY12"	genetic	NULL	LPE455
21000	" ELAC2"	genetic	NULL	LPE490
21006	" GNAS"	genetic	NULL	LPE522
21008	" ARID1A"	genetic	NULL	LPE523
21013	" CCT5"	genetic	NULL	LPE528
21014	" GRIP1"	genetic	NULL	LPE531
21016	" COG7"	genetic	NULL	LPE535
21018	" TBXA2R"	genetic	NULL	LPE534
21019	" PDE6B"	genetic	NULL	LPE539
21020	" CAV1"	genetic	NULL	LPE540
21021	" PEX13"	genetic	NULL	LPE541
21022	" CLN5"	genetic	NULL	LPE543
21025	" RPS17"	genetic	NULL	LPE453
21027	" PLA2G4A"	genetic	NULL	LPE455
21029	" NIPBL"	genetic	NULL	LPE488
21030	" ELN"	genetic	NULL	LPE490
21035	" JAG1"	genetic	NULL	LPE518
21037	" GNPAT"	genetic	NULL	LPE522
21039	" FERMT3"	genetic	NULL	LPE524
21042	" DST"	genetic	NULL	LPE528
21043	" BSCL2"	genetic	NULL	LPE533
21045	" CACNA1G"	genetic	NULL	LPE529
21053	" CLN6"	genetic	NULL	LPE543
21054	" HFE"	genetic	NULL	LPE439
21055	" RPS19"	genetic	NULL	LPE453
21056	" MSH2"	genetic	NULL	LPE454
21057	" PLAT"	genetic	NULL	LPE455
21063	" JPH2"	genetic	NULL	LPE518
21066	" CACNG2"	genetic	NULL	LPE521
21068	" GORAB"	genetic	NULL	LPE522
21070	" FGD1"	genetic	NULL	LPE524
21072	" HADHA"	genetic	NULL	LPE528
21073	" CAMTA1"	genetic	NULL	LPE529
21074	" HCCS"	genetic	NULL	LPE531
21076	" THBD"	genetic	NULL	LPE534
21077	" COL18A1"	genetic	NULL	LPE535
21079	" ALX4"	genetic	NULL	LPE537
21080	" PTS"	genetic	NULL	LPE542
21086	" RPS24"	genetic	NULL	LPE453
21087	" MSH6"	genetic	NULL	LPE454
21089	" CR2"	genetic	NULL	LPE489
21090	" MAX"	genetic	NULL	LPE497
21092	" ENG"	genetic	NULL	LPE490
21094	" PLEC"	genetic	NULL	LPE519
21097	" GPC6"	genetic	NULL	LPE522
21101	" TK2"	genetic	NULL	LPE527
21102	" HOXD10"	genetic	NULL	LPE528
21103	" CASK"	genetic	NULL	LPE529
21104	" HESX1"	genetic	NULL	LPE531
21105	" BUB1B"	genetic	NULL	LPE533
21109	" AMACR"	genetic	NULL	LPE537
21110	" PEX19"	genetic	NULL	LPE541
21114	" IDH2"	genetic	NULL	LPE439
21115	" RPS26"	genetic	NULL	LPE453
21119	" CREBBP"	genetic	NULL	LPE489
21120	" EYA4"	genetic	NULL	LPE490
21125	" CASK"	genetic	NULL	LPE521
21128	" ARSA"	genetic	NULL	LPE523
21131	" MYH14"	genetic	NULL	LPE528
21132	" LMNA"	genetic	NULL	LPE526
21134	" C12orf65"	genetic	NULL	LPE533
21136	" HFE"	genetic	NULL	LPE531
21139	" PEX7"	genetic	NULL	LPE539
21140	" PEX2"	genetic	NULL	LPE541
21143	" CNGA1"	genetic	NULL	LPE543
21164	" C10orf2"	genetic	NULL	LPE527
21172	" CNGA3"	genetic	NULL	LPE543
21205	" NOG"	genetic	NULL	LPE488
21219	" MTM1"	genetic	NULL	LPE526
21236	" SERPINC1"	genetic	NULL	LPE455
21250	" C10orf2"	genetic	NULL	LPE528
21280	" PAX7"	genetic	NULL	LPE527
21291	" SPR"	genetic	NULL	LPE542
21295	" PUS1"	genetic	NULL	LPE454
21334	" SLC24A5"	genetic	NULL	LPE519
21336	" ASPA"	genetic	NULL	LPE523
21369	" YARS"	genetic	NULL	LPE528
21371	" HSD3B2"	genetic	NULL	LPE531
21385	" PAX1"	genetic	NULL	LPE488
21401	" AP1S2"	genetic	NULL	LPE537
21416	" KLF10"	genetic	NULL	LPE518
21430	" TMEM70"	genetic	NULL	LPE542
21446	" SOX10"	genetic	NULL	LPE519
21478	" GHRHR"	genetic	NULL	LPE524
21487	" RAB28"	genetic	NULL	LPE539
21491	" COL5A1"	genetic	NULL	LPE543
21532	" GLI3"	genetic	NULL	LPE524
21536	" COQ4"	genetic	NULL	LPE529
21570	" SIAE"	genetic	NULL	LPE541
21571	" COL9A2"	genetic	NULL	LPE543
21584	" ATP1A2"	genetic	NULL	LPE523
21601	" SLC29A3"	genetic	NULL	LPE488
21614	" COX10"	genetic	NULL	LPE529
21627	" AMER1"	genetic	NULL	LPE488
21643	" APP"	genetic	NULL	LPE537
21679	" TP53"	genetic	NULL	LPE453
21690	" HDAC4"	genetic	NULL	LPE524
21730	" COL11A1"	genetic	NULL	LPE488
21733	" HAMP"	genetic	NULL	LPE490
21767	" HESX1"	genetic	NULL	LPE524
21772	" COQ9"	genetic	NULL	LPE533
21781	" WIPF1"	genetic	NULL	LPE453
21801	" RPE65"	genetic	NULL	LPE539
21806	" MAP2K2"	genetic	NULL	LPE439
21826	" ARHGEF6"	genetic	NULL	LPE537
21841	" MMP13"	genetic	NULL	LPE522
21876	" ADSL"	genetic	NULL	LPE541
21890	" MMP9"	genetic	NULL	LPE522
21927	" THPO"	genetic	NULL	LPE454
21932	" JPH2"	genetic	NULL	LPE490
21965	" IFT122"	genetic	NULL	LPE524
21970	" ETFDH"	genetic	NULL	LPE535
21974	" CTSD"	genetic	NULL	LPE543
21998	" ALG13"	genetic	NULL	LPE542
22004	" KCNA5"	genetic	NULL	LPE490
22029	" FLNA"	genetic	NULL	LPE488
22039	" OPHN1"	genetic	NULL	LPE531
22072	" MYLK2"	genetic	NULL	LPE439
22085	" DNAJC19"	genetic	NULL	LPE529
22091	" TULP1"	genetic	NULL	LPE539
22129	" LEPRE1"	genetic	NULL	LPE522
22133	" PEX1"	genetic	NULL	LPE531
22169	" RMRP"	genetic	NULL	LPE497
22171	" NOTCH1"	genetic	NULL	LPE518
22175	" BBS7"	genetic	NULL	LPE523
22195	" PDE4D"	genetic	NULL	LPE522
22203	" FOXG1"	genetic	NULL	LPE535
22228	" WDR19"	genetic	NULL	LPE539
22232	" FANCC"	genetic	NULL	LPE489
22270	" CYP21A2"	genetic	NULL	LPE533
22290	" SGCG"	genetic	NULL	LPE526
22331	" PRKAR1A"	genetic	NULL	LPE518
22333	" BCS1L"	genetic	NULL	LPE523
22365	" EYA1"	genetic	NULL	LPE543
22367	" NRAS"	genetic	NULL	LPE439
22371	" SH2D1A"	genetic	NULL	LPE497
22395	" RANGRF"	genetic	NULL	LPE518
22402	" ENTPD1"	genetic	NULL	LPE529
22431	" ATP2B4"	genetic	NULL	LPE537
22433	" OPA3"	genetic	NULL	LPE439
22461	" RYR2"	genetic	NULL	LPE518
22478	" PLOD3"	genetic	NULL	LPE488
22485	" ROR2"	genetic	NULL	LPE522
22524	" MED13L"	genetic	NULL	LPE490
22527	" SCN2B"	genetic	NULL	LPE518
22566	" ACTG1"	genetic	NULL	LPE488
22568	" FOXN1"	genetic	NULL	LPE489
22570	" SCN4B"	genetic	NULL	LPE518
22595	" MGP"	genetic	NULL	LPE524
22604	" DICER1"	genetic	NULL	LPE533
22620	" MKS1"	genetic	NULL	LPE524
22621	" TNNC1"	genetic	NULL	LPE526
22623	" SOX2"	genetic	NULL	LPE531
22624	" GNE"	genetic	NULL	LPE535
22627	" FOLR1"	genetic	NULL	LPE540
22628	" FREM2"	genetic	NULL	LPE543
22629	" LAMA2"	genetic	NULL	LPE541
22630	" CLDN19"	genetic	NULL	LPE542
22637	" SGCD"	genetic	NULL	LPE518
22641	" SH3PXD2B"	genetic	NULL	LPE522
22645	" TNNI2"	genetic	NULL	LPE526
22647	" GNS"	genetic	NULL	LPE535
22648	" B4GALT1"	genetic	NULL	LPE537
22652	" PSEN2"	genetic	NULL	LPE439
22653	" CLN3"	genetic	NULL	LPE542
22655	" G6PD"	genetic	NULL	LPE489
22656	" TMEM127"	genetic	NULL	LPE497
22657	" MYH6"	genetic	NULL	LPE490
22662	" CACNA1C"	genetic	NULL	LPE523
