id	gene	type	rowno	test_code
19343	" PLEKHG5"	genetic	NULL	LPE528
19363	" MPL"	genetic	NULL	LPE454
19376	" CDC6"	genetic	NULL	LPE524
19388	" GCH1"	genetic	NULL	LPE538
19401	" TMEM126A"	genetic	NULL	LPE488
19415	" CNTN1"	genetic	NULL	LPE526
19429	" ETFA"	genetic	NULL	LPE542
19456	" AAAS"	genetic	NULL	LPE529
19466	" ETFB"	genetic	NULL	LPE542
19487	" AGK"	genetic	NULL	LPE523
19499	" ACTA2"	genetic	NULL	LPE537
19510	" RAB27A"	genetic	NULL	LPE454
19530	" L1CAM"	genetic	NULL	LPE530
19543	" PRKN"	genetic	NULL	LPE548
19559	" COL6A3"	genetic	NULL	LPE526
19575	" ALG12"	genetic	NULL	LPE540
19589	" CALR3"	genetic	NULL	LPE490
19601	" COLQ"	genetic	NULL	LPE526
19614	" FTCD"	genetic	NULL	LPE542
19626	" FGG"	genetic	NULL	LPE498
19652	" BBS10"	genetic	NULL	LPE543
19662	" DOCK8"	genetic	NULL	LPE497
19688	" GALC"	genetic	NULL	LPE541
19698	" CARD14"	genetic	NULL	LPE489
19711	" CSRP3"	genetic	NULL	LPE526
19730	" COX6B1"	genetic	NULL	LPE439
19754	" ALB"	genetic	NULL	LPE533
19775	" CBS"	genetic	NULL	LPE490
19796	" ADK"	genetic	NULL	LPE537
19801	" GALT"	genetic	NULL	LPE542
19814	" CSRP3"	genetic	NULL	LPE518
19823	" ATL1"	genetic	NULL	LPE528
19862	" ALG6"	genetic	NULL	LPE529
19900	" ALS2"	genetic	NULL	LPE529
19910	" BCOR"	genetic	NULL	LPE543
19930	" DDR2"	genetic	NULL	LPE522
19942	" AFG3L2"	genetic	NULL	LPE537
19954	" RPS26"	genetic	NULL	LPE454
19977	" DNMT3B"	genetic	NULL	LPE531
19997	" ERCC4"	genetic	NULL	LPE497
20000	" ARID1B"	genetic	NULL	LPE521
20009	" ANGPTL3"	genetic	NULL	LPE533
20024	" TAF1"	genetic	NULL	LPE548
20050	" ITGA2"	genetic	NULL	LPE534
20059	" BMP4"	genetic	NULL	LPE543
20088	" ITGA2B"	genetic	NULL	LPE534
20097	" TH"	genetic	NULL	LPE548
20129	" PSEN1"	genetic	NULL	LPE538
20142	" CD3D"	genetic	NULL	LPE489
20156	" LARGE"	genetic	NULL	LPE527
20175	" MPL"	genetic	NULL	LPE453
20190	" COMP"	genetic	NULL	LPE524
20196	" KIAA0196"	genetic	NULL	LPE530
20210	" DSP"	genetic	NULL	LPE439
20224	" ALG3"	genetic	NULL	LPE523
20249	" CD40"	genetic	NULL	LPE489
20256	" ATL1"	genetic	NULL	LPE521
20287	" FANCC"	genetic	NULL	LPE497
20299	" POMGNT1"	genetic	NULL	LPE527
20307	" AKT1"	genetic	NULL	LPE537
20327	" EVC"	genetic	NULL	LPE522
20342	" SLC30A10"	genetic	NULL	LPE538
20376	" SLC6A3"	genetic	NULL	LPE538
20409	" SNCA"	genetic	NULL	LPE538
20424	" FANCG"	genetic	NULL	LPE497
20449	" LAMTOR2"	genetic	NULL	LPE541
20455	" COL1A1"	genetic	NULL	LPE488
20489	" GJB2"	genetic	NULL	LPE488
20499	" DLX3"	genetic	NULL	LPE524
20509	" P2RX1"	genetic	NULL	LPE534
20542	" P2RY12"	genetic	NULL	LPE534
20555	" DNAAF2"	genetic	NULL	LPE490
20575	" PLA2G4A"	genetic	NULL	LPE534
20583	" CDHR1"	genetic	NULL	LPE543
20584	" MAN2B1"	genetic	NULL	LPE541
20589	" ANKRD26"	genetic	NULL	LPE454
20586	" PTPN11"	genetic	NULL	LPE453
20588	" STRC"	genetic	NULL	LPE488
20591	" CFB"	genetic	NULL	LPE489
20592	" DNAAF3"	genetic	NULL	LPE490
20593	" FLNA"	genetic	NULL	LPE518
20594	" FLCN"	genetic	NULL	LPE497
20598	" FERMT3"	genetic	NULL	LPE522
20603	" GAA"	genetic	NULL	LPE526
20607	" BAAT"	genetic	NULL	LPE533
20609	" PLAT"	genetic	NULL	LPE534
20610	" TARDBP"	genetic	NULL	LPE538
20616	" ABCA7"	genetic	NULL	LPE536
20617	" CEP290"	genetic	NULL	LPE543
20618	" MMACHC"	genetic	NULL	LPE542
20619	" FXN"	genetic	NULL	LPE439
20620	" PUS1"	genetic	NULL	LPE453
20624	" CFD"	genetic	NULL	LPE489
20625	" GJB3"	genetic	NULL	LPE488
20628	" DNAH11"	genetic	NULL	LPE490
20633	" BCKDHB"	genetic	NULL	LPE521
20634	" FGF10"	genetic	NULL	LPE522
20637	" MME"	genetic	NULL	LPE528
20641	" FOXL2"	genetic	NULL	LPE531
20642	" CENPJ"	genetic	NULL	LPE535
20644	" ALG1"	genetic	NULL	LPE537
20646	" BBS5"	genetic	NULL	LPE540
20648	" MVK"	genetic	NULL	LPE539
20650	" MMADHC"	genetic	NULL	LPE542
20652	" RAB27A"	genetic	NULL	LPE453
20654	" BLM"	genetic	NULL	LPE454
20655	" GP6"	genetic	NULL	LPE455
20657	" CFH"	genetic	NULL	LPE489
20656	" GJB6"	genetic	NULL	LPE488
20661	" GATAD1"	genetic	NULL	LPE518
20662	" LIPN"	genetic	NULL	LPE519
20666	" AP3B1"	genetic	NULL	LPE523
20667	" GLA"	genetic	NULL	LPE526
20668	" EIF2AK3"	genetic	NULL	LPE524
20670	" NAGLU"	genetic	NULL	LPE528
20671	" AUH"	genetic	NULL	LPE529
20672	" WDR45"	genetic	NULL	LPE530
20679	" MYO7A"	genetic	NULL	LPE539
20683	" CERKL"	genetic	NULL	LPE543
20686	" BRCA1"	genetic	NULL	LPE454
20687	" HPS1"	genetic	NULL	LPE455
20688	" COL9A1"	genetic	NULL	LPE488
20689	" CFHR1"	genetic	NULL	LPE489
20690	" DNAI1"	genetic	NULL	LPE490
20691	" GATA2"	genetic	NULL	LPE497
20694	" LTBP4"	genetic	NULL	LPE519
20697	" FGFR1"	genetic	NULL	LPE522
20700	" ENPP1"	genetic	NULL	LPE524
20702	" NEFH"	genetic	NULL	LPE528
20703	" B9D1"	genetic	NULL	LPE529
20705	" FREM2"	genetic	NULL	LPE531
20708	" CHD2"	genetic	NULL	LPE535
20707	" BBS12"	genetic	NULL	LPE533
20709	" TRIM32"	genetic	NULL	LPE538
20711	" NDUFA9"	genetic	NULL	LPE539
20714	" MTR"	genetic	NULL	LPE542
20716	" GATA6"	genetic	NULL	LPE439
20719	" CFHR3"	genetic	NULL	LPE489
20720	" HPS3"	genetic	NULL	LPE455
20721	" DNAI2"	genetic	NULL	LPE490
20724	" GJA5"	genetic	NULL	LPE518
20727	" FGFR2"	genetic	NULL	LPE522
20728	" GBA"	genetic	NULL	LPE497
20732	" GNE"	genetic	NULL	LPE526
20734	" POLG"	genetic	NULL	LPE528
20735	" CYP27A1"	genetic	NULL	LPE530
20738	" PROS1"	genetic	NULL	LPE534
20739	" BBS2"	genetic	NULL	LPE533
20740	" ALG13"	genetic	NULL	LPE537
20744	" BCKDHA"	genetic	NULL	LPE540
20747	" CHD7"	genetic	NULL	LPE543
20749	" RAD51C"	genetic	NULL	LPE453
20753	" GSDME"	genetic	NULL	LPE488
20754	" GJB2"	genetic	NULL	LPE497
20756	" DNAJC19"	genetic	NULL	LPE490
20757	" GLA"	genetic	NULL	LPE518
19288	" LAMTOR2"	genetic	NULL	LPE454
19315	" FUCA1"	genetic	NULL	LPE538
19337	" ADSL"	genetic	NULL	LPE523
19353	" ALAS2"	genetic	NULL	LPE540
19369	" CAV1"	genetic	NULL	LPE518
19390	" ALDH5A1"	genetic	NULL	LPE540
19408	" EDN3"	genetic	NULL	LPE519
19423	" ARL13B"	genetic	NULL	LPE535
19430	" ATP13A2"	genetic	NULL	LPE543
19454	" PRX"	genetic	NULL	LPE528
19471	" SEC23B"	genetic	NULL	LPE452
19489	" COL6A1"	genetic	NULL	LPE526
19498	" TREM2"	genetic	NULL	LPE536
19515	" DDB2"	genetic	NULL	LPE497
19533	" ACTB"	genetic	NULL	LPE537
19553	" F5"	genetic	NULL	LPE498
19569	" AGTR1"	genetic	NULL	LPE533
19588	" DIS3L2"	genetic	NULL	LPE497
19607	" ASPA"	genetic	NULL	LPE535
19622	" PCDH15"	genetic	NULL	LPE488
19653	" PTS"	genetic	NULL	LPE548
19671	" AIFM1"	genetic	NULL	LPE523
19686	" ALG3"	genetic	NULL	LPE540
19699	" CAV3"	genetic	NULL	LPE490
19713	" IGHMBP2"	genetic	NULL	LPE528
19733	" GP1BA"	genetic	NULL	LPE455
19753	" REEP1"	genetic	NULL	LPE530
19771	" GP1BB"	genetic	NULL	LPE455
19793	" ATP2A2"	genetic	NULL	LPE535
19807	" GP9"	genetic	NULL	LPE455
19822	" DES"	genetic	NULL	LPE526
19827	" SACS"	genetic	NULL	LPE530
19850	" GJA1"	genetic	NULL	LPE519
19870	" PDE8B"	genetic	NULL	LPE538
19886	" PLAT"	genetic	NULL	LPE498
19897	" DNAJB2"	genetic	NULL	LPE528
19912	" GLA"	genetic	NULL	LPE542
19933	" ISPD"	genetic	NULL	LPE527
19951	" HOXA11"	genetic	NULL	LPE453
19975	" AP1S2"	genetic	NULL	LPE529
19992	" GPX1"	genetic	NULL	LPE452
20010	" FKTN"	genetic	NULL	LPE527
20022	" HADH"	genetic	NULL	LPE542
20027	" LAMTOR2"	genetic	NULL	LPE453
20049	" APOA1"	genetic	NULL	LPE533
20068	" CD247"	genetic	NULL	LPE489
20085	" EIF2B1"	genetic	NULL	LPE531
20096	" BMP7"	genetic	NULL	LPE543
20110	" HPS5"	genetic	NULL	LPE519
20133	" HLCS"	genetic	NULL	LPE542
20153	" COL9A3"	genetic	NULL	LPE524
20176	" F12"	genetic	NULL	LPE455
20202	" PTEN"	genetic	NULL	LPE538
20208	" TOR1A"	genetic	NULL	LPE548
20223	" EIF2AK3"	genetic	NULL	LPE522
20228	" MYH2"	genetic	NULL	LPE527
20246	" BRAF"	genetic	NULL	LPE488
20267	" ESCO2"	genetic	NULL	LPE531
20285	" CD40LG"	genetic	NULL	LPE489
20297	" CRTAP"	genetic	NULL	LPE525
20309	" LCA5"	genetic	NULL	LPE539
20330	" EFEMP2"	genetic	NULL	LPE525
20350	" F7"	genetic	NULL	LPE455
20375	" ALAD"	genetic	NULL	LPE537
20405	" MYH9"	genetic	NULL	LPE534
20406	" CASK"	genetic	NULL	LPE535
20423	" FBN2"	genetic	NULL	LPE518
20427	" EXT2"	genetic	NULL	LPE522
20442	" MERTK"	genetic	NULL	LPE539
20464	" ATP7A"	genetic	NULL	LPE521
20484	" PALB2"	genetic	NULL	LPE453
20508	" CC2D2A"	genetic	NULL	LPE535
20550	" MMAA"	genetic	NULL	LPE542
20574	" AVPR2"	genetic	NULL	LPE533
20604	" MCM3AP"	genetic	NULL	LPE528
20605	" TREX1"	genetic	NULL	LPE530
20623	" ATM"	genetic	NULL	LPE454
20627	" GAA"	genetic	NULL	LPE518
20640	" ACVR1"	genetic	NULL	LPE527
20681	" MFF"	genetic	NULL	LPE541
20698	" AP3B2"	genetic	NULL	LPE523
20704	" ARSA"	genetic	NULL	LPE530
20731	" AP4B1"	genetic	NULL	LPE523
20751	" CDAN1"	genetic	NULL	LPE454
20758	" MC1R"	genetic	NULL	LPE519
20765	" FSHR"	genetic	NULL	LPE531
20764	" ESCO2"	genetic	NULL	LPE524
20766	" BCKDHB"	genetic	NULL	LPE529
20769	" BBS4"	genetic	NULL	LPE533
20774	" RASGRP2"	genetic	NULL	LPE534
20775	" BCKDHB"	genetic	NULL	LPE540
20779	" GFM1"	genetic	NULL	LPE439
20780	" NAGS"	genetic	NULL	LPE542
20781	" CEBPA"	genetic	NULL	LPE454
20782	" HPS5"	genetic	NULL	LPE455
20784	" RBM8A"	genetic	NULL	LPE453
20783	" CEP57"	genetic	NULL	LPE488
20787	" GPC3"	genetic	NULL	LPE497
20790	" MITF"	genetic	NULL	LPE519
20792	" BRAT1"	genetic	NULL	LPE521
20795	" EVC"	genetic	NULL	LPE524
20801	" SPG20"	genetic	NULL	LPE530
20796	" SETX"	genetic	NULL	LPE528
20799	" BBS5"	genetic	NULL	LPE533
20803	" RBM8A"	genetic	NULL	LPE534
20804	" ALG3"	genetic	NULL	LPE537
20805	" VPS35"	genetic	NULL	LPE538
20806	" NPHP3"	genetic	NULL	LPE539
20812	" OAT"	genetic	NULL	LPE542
20817	" TRMU"	genetic	NULL	LPE488
20819	" GREM1"	genetic	NULL	LPE497
20821	" DOLK"	genetic	NULL	LPE490
20825	" FLNA"	genetic	NULL	LPE522
20828	" SLC5A7"	genetic	NULL	LPE528
20830	" BEAN1"	genetic	NULL	LPE529
20829	" EVC2"	genetic	NULL	LPE524
20831	" ORAI1"	genetic	NULL	LPE527
20832	" NR2E3"	genetic	NULL	LPE539
20835	" CLCN2"	genetic	NULL	LPE535
20836	" ALG6"	genetic	NULL	LPE537
20837	" WDR45"	genetic	NULL	LPE538
20842	" FKBP14"	genetic	NULL	LPE488
20846	" CTC1"	genetic	NULL	LPE454
20848	" DSC2"	genetic	NULL	LPE490
20852	" HADHA"	genetic	NULL	LPE518
20853	" BTD"	genetic	NULL	LPE521
20855	" MMP1"	genetic	NULL	LPE519
20857	" APTX"	genetic	NULL	LPE523
20858	" EXT1"	genetic	NULL	LPE524
20859	" IGHMBP2"	genetic	NULL	LPE526
20861	" BRAT1"	genetic	NULL	LPE529
20866	" NRL"	genetic	NULL	LPE539
20868	" ZFYVE26"	genetic	NULL	LPE538
20871	" OTC"	genetic	NULL	LPE542
20874	" RPL11"	genetic	NULL	LPE453
20876	" PTPRQ"	genetic	NULL	LPE488
20877	" EPCAM"	genetic	NULL	LPE454
20878	" KLKB1"	genetic	NULL	LPE455
20881	" HFE"	genetic	NULL	LPE497
20880	" CHD7"	genetic	NULL	LPE489
20884	" MYO5A"	genetic	NULL	LPE519
20886	" FMN1"	genetic	NULL	LPE522
20887	" C12orf57"	genetic	NULL	LPE521
20889	" ARFGEF2"	genetic	NULL	LPE523
20891	" PLEC"	genetic	NULL	LPE527
20892	" BSCL2"	genetic	NULL	LPE529
20894	" GLI3"	genetic	NULL	LPE531
20896	" CLN5"	genetic	NULL	LPE535
20897	" SERPIND1"	genetic	NULL	LPE534
20899	" OFD1"	genetic	NULL	LPE539
20901	" BTD"	genetic	NULL	LPE540
20902	" CIB2"	genetic	NULL	LPE543
20903	" PAH"	genetic	NULL	LPE542
20904	" GLB1"	genetic	NULL	LPE439
20905	" RPL35A"	genetic	NULL	LPE453
20906	" KNG1"	genetic	NULL	LPE455
20908	" GBE1"	genetic	NULL	LPE488
20909	" CIITA"	genetic	NULL	LPE489
20912	" HMBS"	genetic	NULL	LPE497
20916	" CACNA1A"	genetic	NULL	LPE521
20917	" FAM20C"	genetic	NULL	LPE524
20920	" ITGA7"	genetic	NULL	LPE526
20923	" VCP"	genetic	NULL	LPE528
20924	" GNRH1"	genetic	NULL	LPE531
20927	" CLN6"	genetic	NULL	LPE535
20930	" C12orf65"	genetic	NULL	LPE540
20932	" PC"	genetic	NULL	LPE542
20933	" CISD2"	genetic	NULL	LPE543
20934	" GNPTAB"	genetic	NULL	LPE439
20939	" CHM"	genetic	NULL	LPE488
20940	" DTNA"	genetic	NULL	LPE490
20943	" HOXB13"	genetic	NULL	LPE497
20946	" CACNA1D"	genetic	NULL	LPE521
20949	" FBLN1"	genetic	NULL	LPE524
20951	" POLG2"	genetic	NULL	LPE527
19635	" CEP63"	genetic	NULL	LPE524
19645	" SMAD2"	genetic	NULL	LPE525
19661	" C9"	genetic	NULL	LPE489
19676	" VCP"	genetic	NULL	LPE527
19692	" COX15"	genetic	NULL	LPE439
19701	" HRG"	genetic	NULL	LPE498
19727	" BBS2"	genetic	NULL	LPE543
19737	" EGLN1"	genetic	NULL	LPE497
19757	" AAAS"	genetic	NULL	LPE536
19774	" ELANE"	genetic	NULL	LPE497
19785	" TGFB3"	genetic	NULL	LPE525
19787	" ALDH18A1"	genetic	NULL	LPE529
19805	" RPS10"	genetic	NULL	LPE454
19839	" CTNNA3"	genetic	NULL	LPE439
19843	" PTPRJ"	genetic	NULL	LPE455
19858	" DMD"	genetic	NULL	LPE526
19874	" GCH1"	genetic	NULL	LPE542
19892	" CUL7"	genetic	NULL	LPE522
19901	" SLC33A1"	genetic	NULL	LPE530
19926	" GJB4"	genetic	NULL	LPE519
19937	" AMACR"	genetic	NULL	LPE529
19960	" CHRM2"	genetic	NULL	LPE490
19978	" HPS6"	genetic	NULL	LPE534
19985	" GSS"	genetic	NULL	LPE542
19987	" BFSP1"	genetic	NULL	LPE543
20005	" COL1A2"	genetic	NULL	LPE524
20039	" ARSA"	genetic	NULL	LPE521
20044	" B3GAT3"	genetic	NULL	LPE525
20057	" ARG1"	genetic	NULL	LPE540
20074	" HPS4"	genetic	NULL	LPE519
20092	" PRKRA"	genetic	NULL	LPE538
20102	" LYST"	genetic	NULL	LPE453
20125	" ITGB3"	genetic	NULL	LPE534
20141	" SLX4"	genetic	NULL	LPE454
20161	" EIF2B3"	genetic	NULL	LPE531
20179	" CD3E"	genetic	NULL	LPE489
20184	" DTNA"	genetic	NULL	LPE518
20193	" LMNA"	genetic	NULL	LPE527
20201	" LRRK2"	genetic	NULL	LPE536
20242	" HSD17B10"	genetic	NULL	LPE542
20250	" TUBB4A"	genetic	NULL	LPE548
20255	" ITGB4"	genetic	NULL	LPE519
20273	" KLHL7"	genetic	NULL	LPE539
20292	" ATN1"	genetic	NULL	LPE521
20303	" EVC"	genetic	NULL	LPE531
20341	" AKT3"	genetic	NULL	LPE537
20360	" ATP1A3"	genetic	NULL	LPE521
20380	" MAT1A"	genetic	NULL	LPE542
20384	" VPS13B"	genetic	NULL	LPE454
20396	" EXT1"	genetic	NULL	LPE522
20398	" FBLN5"	genetic	NULL	LPE525
20440	" CASR"	genetic	NULL	LPE535
20447	" ALDH3A2"	genetic	NULL	LPE537
20454	" WRAP53"	genetic	NULL	LPE454
20475	" NBEAL2"	genetic	NULL	LPE534
20501	" DCTN1"	genetic	NULL	LPE528
20524	" DNAAF1"	genetic	NULL	LPE490
20540	" FIG4"	genetic	NULL	LPE531
20561	" FH"	genetic	NULL	LPE497
20581	" TAF1"	genetic	NULL	LPE538
20585	" MMAB"	genetic	NULL	LPE542
20596	" BCKDHA"	genetic	NULL	LPE521
20600	" LAMB3"	genetic	NULL	LPE519
20638	" ATXN1"	genetic	NULL	LPE529
20645	" BBS1"	genetic	NULL	LPE533
20651	" CEP41"	genetic	NULL	LPE543
20675	" PLG"	genetic	NULL	LPE534
20693	" GCKR"	genetic	NULL	LPE518
20701	" LAMP2"	genetic	NULL	LPE527
20743	" CHRNA2"	genetic	NULL	LPE535
20761	" FGFR3"	genetic	NULL	LPE522
20778	" CHM"	genetic	NULL	LPE543
20785	" CFI"	genetic	NULL	LPE489
20800	" AP4M1"	genetic	NULL	LPE523
20802	" GALNTL5"	genetic	NULL	LPE531
20839	" BLK"	genetic	NULL	LPE540
20843	" GJA5"	genetic	NULL	LPE439
20850	" OPA3"	genetic	NULL	LPE542
20863	" BBS9"	genetic	NULL	LPE533
20888	" EXT2"	genetic	NULL	LPE524
20900	" PEX1"	genetic	NULL	LPE541
20922	" BTD"	genetic	NULL	LPE529
20942	" HRAS"	genetic	NULL	LPE518
20959	" PCDH15"	genetic	NULL	LPE539
20978	" FBN1"	genetic	NULL	LPE524
20981	" PUS1"	genetic	NULL	LPE527
20998	" TRIOBP"	genetic	NULL	LPE488
21001	" ITK"	genetic	NULL	LPE497
21036	" CACNB4"	genetic	NULL	LPE521
21038	" ARID1B"	genetic	NULL	LPE523
21048	" ALX3"	genetic	NULL	LPE537
21088	" TMC1"	genetic	NULL	LPE488
21100	" LDB3"	genetic	NULL	LPE526
21121	" MC1R"	genetic	NULL	LPE497
21141	" SLC22A5"	genetic	NULL	LPE542
21145	" RPS27A"	genetic	NULL	LPE453
21146	" EDN3"	genetic	NULL	LPE488
21148	" NBN"	genetic	NULL	LPE454
21149	" CSF2RA"	genetic	NULL	LPE489
21152	" KCND3"	genetic	NULL	LPE518
21153	" FBN1"	genetic	NULL	LPE490
21155	" POLH"	genetic	NULL	LPE519
21159	" HES7"	genetic	NULL	LPE522
21161	" FGFR1"	genetic	NULL	LPE524
21167	" CC2D2A"	genetic	NULL	LPE529
21168	" VKORC1"	genetic	NULL	LPE534
21170	" SLC25A13"	genetic	NULL	LPE542
21171	" PHYH"	genetic	NULL	LPE539
21174	" JPH2"	genetic	NULL	LPE439
21175	" PROS1"	genetic	NULL	LPE455
21178	" CSF2RB"	genetic	NULL	LPE489
21179	" FBN2"	genetic	NULL	LPE490
21181	" KCNE1"	genetic	NULL	LPE518
21185	" MET"	genetic	NULL	LPE497
21187	" HOXD13"	genetic	NULL	LPE522
21189	" FGFR2"	genetic	NULL	LPE524
21188	" ARSE"	genetic	NULL	LPE523
21191	" SCN10A"	genetic	NULL	LPE528
21192	" VMA21"	genetic	NULL	LPE527
21196	" COX10"	genetic	NULL	LPE535
21198	" AMT"	genetic	NULL	LPE537
21200	" PITPNM3"	genetic	NULL	LPE539
21201	" PEX3"	genetic	NULL	LPE541
21203	" CNGB1"	genetic	NULL	LPE543
21204	" JUP"	genetic	NULL	LPE439
21207	" RASGRP2"	genetic	NULL	LPE455
21211	" KCNE2"	genetic	NULL	LPE518
21212	" PYCR1"	genetic	NULL	LPE519
21215	" CBL"	genetic	NULL	LPE521
21220	" YARS2"	genetic	NULL	LPE527
21218	" ARX"	genetic	NULL	LPE523
21221	" HPGD"	genetic	NULL	LPE522
21222	" SOX10"	genetic	NULL	LPE528
21224	" CDKL5"	genetic	NULL	LPE529
21227	" COX15"	genetic	NULL	LPE535
21228	" POMGNT1"	genetic	NULL	LPE539
21230	" ANG"	genetic	NULL	LPE537
21232	" SAMD9"	genetic	NULL	LPE453
21233	" SLC25A20"	genetic	NULL	LPE542
21235	" PMS2"	genetic	NULL	LPE454
21237	" PAX3"	genetic	NULL	LPE488
21239	" KCNA5"	genetic	NULL	LPE439
21240	" FHL2"	genetic	NULL	LPE490
21241	" MITF"	genetic	NULL	LPE497
21248	" HSPG2"	genetic	NULL	LPE522
21249	" ASAH1"	genetic	NULL	LPE523
21253	" HOXB6"	genetic	NULL	LPE531
21255	" CATSPER2"	genetic	NULL	LPE533
21256	" WIPF1"	genetic	NULL	LPE534
21257	" CPA6"	genetic	NULL	LPE535
21259	" CLDN16"	genetic	NULL	LPE540
21262	" CNNM4"	genetic	NULL	LPE543
21263	" KCND2"	genetic	NULL	LPE439
21267	" SBDS"	genetic	NULL	LPE453
21269	" FKRP"	genetic	NULL	LPE490
21271	" CTLA4"	genetic	NULL	LPE489
21273	" KCNH2"	genetic	NULL	LPE518
21274	" RET"	genetic	NULL	LPE519
21276	" CCM2"	genetic	NULL	LPE521
21277	" IDH1"	genetic	NULL	LPE522
21281	" FLNA"	genetic	NULL	LPE524
21287	" CLDN19"	genetic	NULL	LPE540
21286	" PRCD"	genetic	NULL	LPE539
21288	" CPT2"	genetic	NULL	LPE535
21289	" ANKRD11"	genetic	NULL	LPE537
21290	" PEX7"	genetic	NULL	LPE541
21292	" COL11A1"	genetic	NULL	LPE543
21294	" SBF2"	genetic	NULL	LPE453
21297	" F2"	genetic	NULL	LPE488
21300	" MLH3"	genetic	NULL	LPE497
21302	" KCNJ2"	genetic	NULL	LPE518
21303	" RIN2"	genetic	NULL	LPE519
21305	" CD46"	genetic	NULL	LPE521
21309	" MYBPC3"	genetic	NULL	LPE526
21310	" UNC80"	genetic	NULL	LPE527
19830	" ATP13A2"	genetic	NULL	LPE536
19841	" RPS17"	genetic	NULL	LPE454
19867	" ATP6V0A2"	genetic	NULL	LPE535
19877	" ADA"	genetic	NULL	LPE452
19914	" BPGM"	genetic	NULL	LPE452
19944	" ANO10"	genetic	NULL	LPE540
19958	" ERCC3"	genetic	NULL	LPE497
19966	" DHCR24"	genetic	NULL	LPE522
19993	" ATP6V0A4"	genetic	NULL	LPE488
20007	" DOK7"	genetic	NULL	LPE526
20031	" CD19"	genetic	NULL	LPE489
20041	" ALG1"	genetic	NULL	LPE523
20065	" EPAS1"	genetic	NULL	LPE455
20076	" ARX"	genetic	NULL	LPE521
20086	" UCHL1"	genetic	NULL	LPE530
20114	" DYM"	genetic	NULL	LPE522
20119	" AP4S1"	genetic	NULL	LPE529
20143	" COL5A2"	genetic	NULL	LPE490
20157	" AP5Z1"	genetic	NULL	LPE529
20162	" BRAT1"	genetic	NULL	LPE535
20206	" HSD17B4"	genetic	NULL	LPE541
20229	" SLC12A6"	genetic	NULL	LPE528
20241	" ASL"	genetic	NULL	LPE540
20264	" SPTLC1"	genetic	NULL	LPE528
20276	" IDH1"	genetic	NULL	LPE541
20313	" CABP4"	genetic	NULL	LPE543
20317	" CD46"	genetic	NULL	LPE489
20343	" LRAT"	genetic	NULL	LPE539
20355	" FANCE"	genetic	NULL	LPE497
20361	" EVC2"	genetic	NULL	LPE522
20389	" CD59"	genetic	NULL	LPE489
20408	" FGF8"	genetic	NULL	LPE531
20438	" FGFR1"	genetic	NULL	LPE531
20478	" TAF1"	genetic	NULL	LPE536
20486	" FGA"	genetic	NULL	LPE455
20512	" SPR"	genetic	NULL	LPE538
20515	" MLYCD"	genetic	NULL	LPE542
20544	" CCDC88C"	genetic	NULL	LPE535
20556	" FGG"	genetic	NULL	LPE455
20587	" GATA2"	genetic	NULL	LPE455
20614	" ATPAF2"	genetic	NULL	LPE529
20626	" G6PC3"	genetic	NULL	LPE497
20636	" EBP"	genetic	NULL	LPE524
20658	" GALNT12"	genetic	NULL	LPE497
20678	" TH"	genetic	NULL	LPE538
20685	" RAC2"	genetic	NULL	LPE453
20712	" BBS9"	genetic	NULL	LPE540
20713	" MFSD8"	genetic	NULL	LPE541
20745	" NAGA"	genetic	NULL	LPE541
20752	" CFHR5"	genetic	NULL	LPE489
20759	" BRAF"	genetic	NULL	LPE521
20788	" DNAL1"	genetic	NULL	LPE490
20815	" RMRP"	genetic	NULL	LPE453
20826	" AP4S1"	genetic	NULL	LPE523
20838	" GALT"	genetic	NULL	LPE531
20851	" HAX1"	genetic	NULL	LPE497
20872	" BSCL2"	genetic	NULL	LPE540
20913	" HFE"	genetic	NULL	LPE518
20945	" NIPAL4"	genetic	NULL	LPE519
20952	" MPV17"	genetic	NULL	LPE528
20956	" SERPINF2"	genetic	NULL	LPE534
20993	" CLN3"	genetic	NULL	LPE543
21011	" RRM2B"	genetic	NULL	LPE527
21026	" MLH1"	genetic	NULL	LPE454
21032	" PAX3"	genetic	NULL	LPE519
21049	" PDE6G"	genetic	NULL	LPE539
21067	" ARL13B"	genetic	NULL	LPE523
21078	" CBS"	genetic	NULL	LPE540
21107	" COL4A1"	genetic	NULL	LPE535
21111	" QDPR"	genetic	NULL	LPE542
21144	" ILK"	genetic	NULL	LPE439
21151	" MEN1"	genetic	NULL	LPE497
21154	" CASR"	genetic	NULL	LPE521
21190	" MEGF10"	genetic	NULL	LPE526
21216	" MGMT"	genetic	NULL	LPE497
21226	" WAS"	genetic	NULL	LPE534
21234	" PEX5"	genetic	NULL	LPE541
21247	" FKBP10"	genetic	NULL	LPE524
21265	" SERPIND1"	genetic	NULL	LPE455
21278	" ASL"	genetic	NULL	LPE523
21306	" IDH2"	genetic	NULL	LPE522
21312	" GARS"	genetic	NULL	LPE528
21315	" CRH"	genetic	NULL	LPE535
21319	" PHYH"	genetic	NULL	LPE541
21320	" COL11A2"	genetic	NULL	LPE543
21321	" SUCLA2"	genetic	NULL	LPE542
21323	" SEC23B"	genetic	NULL	LPE453
21326	" RAD51"	genetic	NULL	LPE454
21331	" KCNJ5"	genetic	NULL	LPE518
21333	" CD59"	genetic	NULL	LPE521
21339	" TCAP"	genetic	NULL	LPE527
